name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda City,2020,182500.0,144097,Diesel,Individual,Manual,Third Owner,18.8 kmpl,1155 CC,77.77 bhp,141Nm@ 1724rpm,5
Honda City,2016,124700.0,162485,Diesel,Individual,Manual,Third Owner,22.82 kmpl,1114 CC,89.01 bhp,215Nm@ 3654rpm,4
Maruti Swift,2012,90000.0,102031,Petrol,Trustmark Dealer,Manual,Second Owner,20.91 kmpl,1095 CC,51.69 bhp,161Nm@ 3323rpm,7
BMW 3 Series,2021,822100.0,55086,Petrol,Individual,Automatic,Second Owner,14.92 kmpl,2741 CC,245.12 bhp,128Nm@ 3978rpm,7
Ford Ecosport,2007,74300.0,160431,LPG,Individual,Manual,First Owner,22.39 kmpl,1308 CC,80.43 bhp,60Nm@ 2280rpm,4
BMW 3 Series,2015,561500.0,16596,Diesel,Dealer,Manual,First Owner,14.43 kmpl,2915 CC,266.01 bhp,320Nm@ 3252rpm,5
Toyota Innova,2007,110700.0,95672,Petrol,Dealer,Automatic,First Owner,18.01 kmpl,1389 CC,116.16 bhp,168Nm@ 1929rpm,7
Tata Nexon,2007,79700.0,112350,Diesel,Individual,Manual,First Owner,21.44 kmpl,1193 CC,76.7 bhp,60Nm@ 3268rpm,5
Toyota Innova,2019,275400.0,119071,Diesel,Individual,Manual,Second Owner,17.67 kmpl,1331 CC,136.96 bhp,60Nm@ 3810rpm,7
Honda City,2010,94300.0,113457,Diesel,Dealer,Automatic,Second Owner,18.34 kmpl,1019 CC,87.36 bhp,104Nm@ 2112rpm,7
Ford Ecosport,2011,133000.0,85885,Petrol,Individual,Automatic,First Owner,27.01 kmpl,1001 CC,100.21 bhp,142Nm@ 1684rpm,7
Honda City,2018,229200.0,110748,Diesel,Individual,Manual,First Owner,24.84 kmpl,1348 CC,84.58 bhp,185Nm@ 1964rpm,5
Honda City,2023,341200.0,29890,Petrol,Individual,Manual,First Owner,18.86 kmpl,920 CC,90.65 bhp,113Nm@ 2341rpm,7
Maruti Swift,2012,71200.0,62045,Petrol,Individual,Manual,Second Owner,17.29 kmpl,811 CC,47.64 bhp,171Nm@ 3013rpm,5
BMW 3 Series,2023,1109700.0,44631,Diesel,Individual,Manual,First Owner,17.1 kmpl,2651 CC,255.81 bhp,152Nm@ 2591rpm,7
Honda City,2017,170200.0,44134,Petrol,Individual,Manual,First Owner,16.34 kmpl,920 CC,70.32 bhp,85Nm@ 2265rpm,7
Honda City,2007,65500.0,107680,Petrol,Individual,Manual,First Owner,21.22 kmpl,846 CC,75.48 bhp,272Nm@ 3178rpm,5
Audi A4,2010,219100.0,151538,Petrol,Dealer,Manual,Second Owner,10.54 kmpl,2925 CC,265.31 bhp,260Nm@ 2631rpm,5
Honda City,2008,83500.0,149789,Diesel,Dealer,Manual,Second Owner,24.35 kmpl,1399 CC,96.25 bhp,130Nm@ 2119rpm,5
BMW 3 Series,2007,131800.0,232716,Petrol,Individual,Automatic,Third Owner,11.2 kmpl,2817 CC,255.21 bhp,161Nm@ 2042rpm,7
Honda City,2013,113100.0,62278,Diesel,Trustmark Dealer,Manual,Second Owner,19.0 kmpl,843 CC,81.51 bhp,115Nm@ 3409rpm,8
Maruti Swift,2016,84400.0,99963,Petrol,Individual,Manual,Third Owner,18.67 kmpl,700 CC,39.49 bhp,207Nm@ 1558rpm,7
Audi A4,2011,244900.0,155619,Diesel,Individual,Manual,First Owner,12.97 kmpl,2534 CC,242.52 bhp,180Nm@ 2462rpm,5
Skoda Octavia,2018,213100.0,116312,Petrol,Dealer,Manual,First Owner,21.64 kmpl,1321 CC,75.91 bhp,77Nm@ 2609rpm,5
Maruti Swift,2013,103800.0,98516,Diesel,Dealer,Manual,First Owner,15.41 kmpl,918 CC,56.29 bhp,151Nm@ 2906rpm,5
Maruti Swift,2014,85700.0,104725,Diesel,Individual,Automatic,Third Owner,17.84 kmpl,700 CC,58.42 bhp,117Nm@ 2460rpm,4
Mahindra XUV500,2019,289500.0,71059,Petrol,Individual,Manual,First Owner,15.5 kmpl,1317 CC,104.71 bhp,169Nm@ 1991rpm,7
Hyundai i20,2017,172600.0,126173,Petrol,Individual,Manual,First Owner,20.38 kmpl,1059 CC,86.96 bhp,85Nm@ 3405rpm,7
Skoda Octavia,2005,59400.0,119880,Diesel,Individual,Manual,Second Owner,16.75 kmpl,1171 CC,77.15 bhp,90Nm@ 2563rpm,5
Ford Ecosport,2023,315400.0,61474,Diesel,Individual,Manual,First Owner,18.54 kmpl,1088 CC,70.92 bhp,60Nm@ 3377rpm,8
Honda City,2007,76600.0,120370,Petrol,Dealer,Automatic,Second Owner,18.66 kmpl,1457 CC,70.41 bhp,60Nm@ 1612rpm,7
Ford Ecosport,2015,129600.0,110097,Diesel,Dealer,Manual,Second Owner,18.18 kmpl,1010 CC,84.9 bhp,126Nm@ 1708rpm,7
Ford Ecosport,2014,116400.0,83500,Petrol,Dealer,Manual,Third Owner,24.0 kmpl,970 CC,84.06 bhp,203Nm@ 3624rpm,7
Mahindra XUV500,2007,80100.0,70867,Diesel,Dealer,Manual,Second Owner,16.57 kmpl,1137 CC,79.16 bhp,235Nm@ 2338rpm,7
Skoda Octavia,2007,61200.0,187309,Diesel,Individual,Manual,First Owner,15.6 kmpl,1012 CC,101.67 bhp,198Nm@ 2084rpm,7
Honda City,2012,131300.0,109126,Petrol,Individual,Manual,Second Owner,21.62 kmpl,1148 CC,128.45 bhp,148Nm@ 1882rpm,5
Ford Ecosport,2022,382100.0,70264,Petrol,Individual,Manual,First Owner,20.29 kmpl,1278 CC,96.06 bhp,146Nm@ 2702rpm,5
Ford Ecosport,2015,126800.0,137389,Diesel,Individual,Automatic,Second Owner,18.83 kmpl,910 CC,92.76 bhp,147Nm@ 3229rpm,5
Toyota Innova,2005,56100.0,145212,Diesel,Dealer,Manual,Fourth & Above Owner,17.14 kmpl,1512 CC,153.24 bhp,111Nm@ 3097rpm,5
Toyota Innova,2022,396400.0,94415,Petrol,Individual,Manual,First Owner,18.15 kmpl,1479 CC,121.42 bhp,209Nm@ 3885rpm,5
Tata Nexon,2009,75900.0,193710,Petrol,Individual,Automatic,Second Owner,17.05 kmpl,1052 CC,107.06 bhp,158Nm@ 2458rpm,7
Skoda Octavia,2020,252400.0,115729,Diesel,Individual,Manual,First Owner,23.12 kmpl,1037 CC,102.08 bhp,183Nm@ 3289rpm,5
Tata Nexon,2010,91800.0,116621,Diesel,Individual,Manual,First Owner,22.17 kmpl,1215 CC,73.3 bhp,112Nm@ 2830rpm,7
BMW 3 Series,2011,357100.0,34917,Diesel,Individual,Manual,First Owner,11.41 kmpl,2563 CC,279.03 bhp,180Nm@ 3653rpm,7
Toyota Innova,2006,82500.0,156562,Petrol,Individual,Automatic,First Owner,21.59 kmpl,1036 CC,127.68 bhp,197Nm@ 3577rpm,5
Audi A4,2005,159300.0,130315,Petrol,Individual,Manual,First Owner,12.72 kmpl,3000 CC,253.71 bhp,119Nm@ 2299rpm,5
BMW 3 Series,2012,254500.0,110290,Petrol,Individual,Manual,Second Owner,10.52 kmpl,2550 CC,235.17 bhp,227Nm@ 3177rpm,5
Skoda Octavia,2009,77200.0,141416,Petrol,Dealer,Manual,Fourth & Above Owner,23.75 kmpl,1489 CC,109.96 bhp,61Nm@ 1660rpm,4
Toyota Innova,2022,430800.0,61599,Diesel,Dealer,Automatic,Second Owner,20.37 kmpl,1563 CC,109.14 bhp,248Nm@ 2181rpm,7
Maruti Swift,2006,60600.0,136980,Petrol,Trustmark Dealer,Manual,First Owner,19.38 kmpl,1018 CC,82.12 bhp,61Nm@ 1974rpm,5
Skoda Octavia,2014,122800.0,127068,Petrol,Dealer,Manual,Third Owner,14.16 kmpl,1423 CC,87.26 bhp,160Nm@ 2864rpm,4
Honda City,2011,99500.0,106709,Diesel,Dealer,Automatic,Second Owner,22.59 kmpl,801 CC,87.78 bhp,87Nm@ 2078rpm,4
Tata Nexon,2019,192800.0,127631,Diesel,Individual,Manual,Second Owner,16.38 kmpl,1128 CC,96.39 bhp,131Nm@ 3804rpm,4
Mahindra XUV500,2012,156400.0,103150,Diesel,Individual,Manual,First Owner,16.19 kmpl,1290 CC,112.04 bhp,228Nm@ 2852rpm,8
Mahindra XUV500,2020,259100.0,86243,Petrol,Trustmark Dealer,Manual,Third Owner,13.63 kmpl,1325 CC,105.72 bhp,64Nm@ 1591rpm,7
BMW 3 Series,2022,896300.0,45058,Petrol,Individual,Manual,First Owner,16.08 kmpl,2597 CC,255.83 bhp,116Nm@ 1945rpm,5
Mahindra XUV500,2015,152300.0,129681,Petrol,Individual,Manual,Second Owner,19.8 kmpl,1452 CC,90.46 bhp,243Nm@ 2812rpm,7
Maruti Swift,2008,57300.0,85230,Diesel,Dealer,Manual,Second Owner,24.88 kmpl,978 CC,35.0 bhp,192Nm@ 3924rpm,5
Toyota Innova,2019,252800.0,105382,Diesel,Dealer,Manual,Third Owner,13.28 kmpl,1307 CC,115.96 bhp,184Nm@ 1514rpm,4
Hyundai i20,2019,161300.0,61598,Petrol,Trustmark Dealer,Manual,Third Owner,15.95 kmpl,1036 CC,52.32 bhp,155Nm@ 2471rpm,5
Honda City,2013,121900.0,122922,Petrol,Trustmark Dealer,Manual,First Owner,21.55 kmpl,1161 CC,85.72 bhp,235Nm@ 1559rpm,5
Hyundai i20,2012,94600.0,63415,Petrol,Trustmark Dealer,Manual,Third Owner,19.74 kmpl,814 CC,79.28 bhp,87Nm@ 1651rpm,7
Mahindra XUV500,2005,52100.0,142517,Petrol,Individual,Manual,First Owner,20.56 kmpl,1119 CC,69.7 bhp,181Nm@ 1620rpm,7
Ford Ecosport,2013,107100.0,122180,Diesel,Dealer,Manual,Second Owner,17.41 kmpl,823 CC,95.7 bhp,222Nm@ 3535rpm,5
Audi A4,2014,369800.0,94672,Petrol,Dealer,Manual,First Owner,16.23 kmpl,2564 CC,237.25 bhp,199Nm@ 1639rpm,5
Audi A4,2017,516300.0,71052,Diesel,Dealer,Manual,Second Owner,14.02 kmpl,2667 CC,258.95 bhp,131Nm@ 3511rpm,5
Skoda Octavia,2011,127800.0,141703,Petrol,Dealer,Manual,First Owner,16.2 kmpl,1244 CC,146.99 bhp,60Nm@ 2121rpm,5
BMW 3 Series,2008,199700.0,140782,Petrol,Dealer,Manual,First Owner,8.69 kmpl,2685 CC,256.83 bhp,189Nm@ 2526rpm,5
Audi A4,2007,225400.0,104315,Diesel,Individual,Manual,First Owner,17.38 kmpl,2957 CC,265.03 bhp,60Nm@ 3820rpm,4
Ford Ecosport,2019,217200.0,103655,Diesel,Dealer,Automatic,First Owner,19.54 kmpl,1009 CC,69.49 bhp,140Nm@ 3300rpm,7
Skoda Octavia,2015,178800.0,115467,Petrol,Trustmark Dealer,Manual,First Owner,18.81 kmpl,1692 CC,105.24 bhp,181Nm@ 3270rpm,5
Audi A4,2014,379000.0,87834,Petrol,Dealer,Manual,First Owner,8.0 kmpl,2541 CC,250.66 bhp,219Nm@ 1648rpm,5
Honda City,2005,69100.0,88310,Diesel,Dealer,Manual,Second Owner,21.42 kmpl,1313 CC,89.33 bhp,176Nm@ 1743rpm,5
Maruti Swift,2022,211900.0,134597,Petrol,Individual,Manual,First Owner,20.93 kmpl,970 CC,56.66 bhp,147Nm@ 2890rpm,7
Ford Ecosport,2014,148900.0,110776,Diesel,Individual,Manual,First Owner,20.37 kmpl,1421 CC,75.37 bhp,150Nm@ 2900rpm,5
Hyundai i20,2010,94500.0,45539,Diesel,Dealer,Manual,First Owner,25.29 kmpl,879 CC,84.69 bhp,105Nm@ 1824rpm,8
Toyota Innova,2016,212200.0,105015,Diesel,Dealer,Automatic,First Owner,19.02 kmpl,1250 CC,107.47 bhp,116Nm@ 2948rpm,7
Tata Nexon,2009,71700.0,185071,Petrol,Individual,Manual,First Owner,17.38 kmpl,1094 CC,77.88 bhp,153Nm@ 3605rpm,5
Audi A4,2022,811200.0,84260,Petrol,Individual,Manual,First Owner,13.37 kmpl,2680 CC,256.06 bhp,60Nm@ 2251rpm,7
Ford Ecosport,2014,190900.0,45376,Diesel,Dealer,Manual,First Owner,12.44 kmpl,1292 CC,87.24 bhp,204Nm@ 2050rpm,5
Tata Nexon,2015,166900.0,151081,Diesel,Individual,Manual,First Owner,15.92 kmpl,1289 CC,83.69 bhp,195Nm@ 2111rpm,5
Skoda Octavia,2011,153600.0,55024,Petrol,Individual,Manual,First Owner,19.85 kmpl,1307 CC,108.9 bhp,214Nm@ 3503rpm,4
Mahindra XUV500,2022,384100.0,89729,Petrol,Individual,Automatic,First Owner,16.31 kmpl,1305 CC,87.8 bhp,317Nm@ 3443rpm,7
Skoda Octavia,2013,100000.0,191748,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1152 CC,90.33 bhp,131Nm@ 2561rpm,5
Honda City,2007,74300.0,95593,Diesel,Individual,Manual,First Owner,21.46 kmpl,1015 CC,88.79 bhp,270Nm@ 3303rpm,7
Skoda Octavia,2007,82300.0,103320,Petrol,Individual,Manual,Second Owner,19.84 kmpl,1105 CC,107.58 bhp,189Nm@ 2885rpm,4
Hyundai i20,2016,107900.0,130171,Petrol,Dealer,Manual,Third Owner,11.47 kmpl,947 CC,52.34 bhp,60Nm@ 2037rpm,7
Skoda Octavia,2010,81200.0,114657,LPG,Individual,Manual,Fourth & Above Owner,23.67 kmpl,1315 CC,99.18 bhp,325Nm@ 2906rpm,5
Ford Ecosport,2018,178100.0,111875,Petrol,Individual,Manual,First Owner,21.78 kmpl,1116 CC,62.93 bhp,173Nm@ 3278rpm,8
Ford Ecosport,2009,100400.0,109304,Diesel,Trustmark Dealer,Automatic,Second Owner,15.65 kmpl,925 CC,107.05 bhp,132Nm@ 3124rpm,7
Toyota Innova,2021,388800.0,84881,Petrol,Individual,Manual,First Owner,20.46 kmpl,1390 CC,115.11 bhp,161Nm@ 2258rpm,4
Toyota Innova,2021,317500.0,83900,Petrol,Individual,Manual,Second Owner,26.91 kmpl,993 CC,117.6 bhp,107Nm@ 3162rpm,7
Audi A4,2017,515600.0,86513,Petrol,Individual,Manual,First Owner,21.37 kmpl,2446 CC,266.41 bhp,203Nm@ 3119rpm,5
Tata Nexon,2009,93900.0,182776,Diesel,Individual,Manual,First Owner,17.52 kmpl,1205 CC,110.3 bhp,161Nm@ 1968rpm,5
Audi A4,2018,593600.0,95656,Diesel,Dealer,Automatic,First Owner,13.56 kmpl,2921 CC,249.98 bhp,217Nm@ 2205rpm,5
Honda City,2015,150800.0,53495,Petrol,Dealer,Manual,Fourth & Above Owner,20.22 kmpl,1215 CC,117.32 bhp,142Nm@ 2647rpm,4
Toyota Innova,2007,71000.0,162237,Diesel,Trustmark Dealer,Manual,Second Owner,16.85 kmpl,873 CC,127.25 bhp,125Nm@ 2693rpm,5
Ford Ecosport,2013,117800.0,139912,Petrol,Individual,Manual,First Owner,18.7 kmpl,993 CC,98.91 bhp,63Nm@ 1727rpm,8
Honda City,2019,225100.0,65220,Diesel,Trustmark Dealer,Manual,Second Owner,15.89 kmpl,1048 CC,85.33 bhp,161Nm@ 2600rpm,5
Toyota Innova,2013,119800.0,151539,CNG,Dealer,Manual,Third Owner,19.89 kmpl,1411 CC,128.2 bhp,296Nm@ 1675rpm,5
Ford Ecosport,2011,107800.0,111684,Diesel,Individual,Automatic,First Owner,18.39 kmpl,838 CC,85.43 bhp,169Nm@ 3783rpm,5
Ford Ecosport,2022,239300.0,107465,Diesel,Dealer,Manual,Second Owner,15.68 kmpl,839 CC,92.26 bhp,238Nm@ 1663rpm,7
Skoda Octavia,2010,129200.0,135340,Petrol,Trustmark Dealer,Manual,First Owner,12.71 kmpl,1374 CC,135.95 bhp,147Nm@ 3896rpm,7
BMW 3 Series,2019,629500.0,97211,Petrol,Individual,Manual,First Owner,13.57 kmpl,2768 CC,250.98 bhp,96Nm@ 3634rpm,7
Hyundai i20,2009,63300.0,138027,Petrol,Trustmark Dealer,Manual,First Owner,21.26 kmpl,877 CC,59.51 bhp,224Nm@ 2586rpm,5
Tata Nexon,2016,142300.0,101605,Petrol,Trustmark Dealer,Manual,First Owner,19.35 kmpl,879 CC,81.68 bhp,145Nm@ 2788rpm,5
Audi A4,2008,199700.0,131588,Petrol,Dealer,Manual,First Owner,13.89 kmpl,2417 CC,266.0 bhp,149Nm@ 1732rpm,5
Toyota Innova,2023,450600.0,26150,Diesel,Individual,Manual,First Owner,22.85 kmpl,1473 CC,105.33 bhp,142Nm@ 2472rpm,7
Mahindra XUV500,2013,110700.0,81455,Diesel,Individual,Manual,Second Owner,22.05 kmpl,957 CC,75.51 bhp,241Nm@ 2430rpm,5
Maruti Swift,2008,35800.0,212037,Petrol,Individual,Manual,Second Owner,20.04 kmpl,731 CC,57.2 bhp,193Nm@ 3383rpm,5
Ford Ecosport,2022,232400.0,117549,Diesel,Trustmark Dealer,Manual,Second Owner,16.02 kmpl,1117 CC,73.11 bhp,88Nm@ 1865rpm,5
Toyota Innova,2021,361700.0,101458,CNG,Dealer,Manual,First Owner,19.16 kmpl,1135 CC,132.91 bhp,127Nm@ 2145rpm,5
Mahindra XUV500,2017,190200.0,120279,Petrol,Individual,Manual,First Owner,16.04 kmpl,1349 CC,82.74 bhp,110Nm@ 3875rpm,7
Toyota Innova,2014,190500.0,150998,Petrol,Individual,Automatic,First Owner,14.57 kmpl,1275 CC,124.49 bhp,142Nm@ 3937rpm,7
Audi A4,2020,580800.0,59149,Petrol,Dealer,Manual,Third Owner,10.11 kmpl,2793 CC,265.63 bhp,123Nm@ 2672rpm,5
Skoda Octavia,2020,403000.0,99433,Diesel,Individual,Automatic,First Owner,16.42 kmpl,1734 CC,113.66 bhp,141Nm@ 2126rpm,8
Mahindra XUV500,2009,80000.0,86396,Petrol,Individual,Manual,Second Owner,21.52 kmpl,1092 CC,80.05 bhp,122Nm@ 3772rpm,7
Mahindra XUV500,2018,206000.0,93099,Diesel,Individual,Manual,Second Owner,16.58 kmpl,1040 CC,105.56 bhp,60Nm@ 3234rpm,7
Skoda Octavia,2021,288900.0,111109,LPG,Individual,Manual,Third Owner,21.35 kmpl,1582 CC,110.91 bhp,113Nm@ 2541rpm,5
BMW 3 Series,2008,174600.0,138342,Petrol,Dealer,Manual,First Owner,15.49 kmpl,2353 CC,236.5 bhp,201Nm@ 3001rpm,5
Audi A4,2011,264700.0,115369,Petrol,Trustmark Dealer,Manual,Second Owner,15.14 kmpl,2604 CC,281.07 bhp,118Nm@ 1734rpm,5
Tata Nexon,2022,305900.0,62141,Petrol,Individual,Manual,Second Owner,16.72 kmpl,1119 CC,80.22 bhp,76Nm@ 3665rpm,7
Mahindra XUV500,2012,110100.0,170086,Diesel,Trustmark Dealer,Automatic,Second Owner,21.33 kmpl,1214 CC,87.73 bhp,139Nm@ 2245rpm,7
Skoda Octavia,2022,451200.0,25330,CNG,Individual,Manual,Second Owner,14.41 kmpl,1464 CC,121.87 bhp,60Nm@ 1718rpm,5
Hyundai i20,2013,98600.0,136160,Diesel,Individual,Manual,Second Owner,22.39 kmpl,1227 CC,67.9 bhp,155Nm@ 3472rpm,7
Hyundai i20,2013,91500.0,158451,Diesel,Dealer,Manual,First Owner,18.95 kmpl,871 CC,59.96 bhp,89Nm@ 3190rpm,5
Skoda Octavia,2013,150200.0,30126,Petrol,Individual,Manual,Third Owner,14.38 kmpl,1156 CC,103.34 bhp,70Nm@ 3301rpm,5
Maruti Swift,2017,131800.0,34970,Petrol,Individual,Manual,Second Owner,22.13 kmpl,700 CC,48.15 bhp,93Nm@ 3228rpm,7
Maruti Swift,2023,305400.0,15909,Diesel,Individual,Manual,First Owner,19.74 kmpl,917 CC,56.74 bhp,195Nm@ 3222rpm,7
Honda City,2022,273100.0,97546,Diesel,Individual,Manual,First Owner,20.6 kmpl,1113 CC,73.44 bhp,68Nm@ 2505rpm,5
Skoda Octavia,2015,179900.0,89324,Diesel,Dealer,Manual,Second Owner,17.15 kmpl,1211 CC,100.67 bhp,134Nm@ 3441rpm,7
Tata Nexon,2023,252200.0,117945,Diesel,Individual,Manual,First Owner,20.97 kmpl,727 CC,81.74 bhp,232Nm@ 3354rpm,5
Maruti Swift,2006,56300.0,129161,Diesel,Dealer,Automatic,First Owner,18.45 kmpl,883 CC,61.06 bhp,194Nm@ 3530rpm,7
Mahindra XUV500,2011,96300.0,182827,Petrol,Individual,Manual,First Owner,15.01 kmpl,1110 CC,95.64 bhp,166Nm@ 3238rpm,4
BMW 3 Series,2005,155000.0,115412,Diesel,Trustmark Dealer,Manual,Second Owner,16.09 kmpl,2888 CC,247.89 bhp,109Nm@ 3185rpm,5
Mahindra XUV500,2016,173100.0,57489,Diesel,Dealer,Manual,Second Owner,17.63 kmpl,1015 CC,102.55 bhp,60Nm@ 3599rpm,5
Honda City,2011,91800.0,105859,Petrol,Individual,Automatic,Third Owner,14.42 kmpl,1138 CC,78.15 bhp,237Nm@ 1966rpm,5
Toyota Innova,2014,197900.0,108260,Diesel,Individual,Manual,First Owner,18.9 kmpl,1298 CC,130.66 bhp,97Nm@ 2820rpm,8
Audi A4,2006,141600.0,122692,Petrol,Individual,Manual,Second Owner,14.11 kmpl,2371 CC,254.53 bhp,91Nm@ 3934rpm,5
Toyota Innova,2022,384500.0,110950,Petrol,Trustmark Dealer,Manual,First Owner,17.22 kmpl,1535 CC,102.82 bhp,235Nm@ 3312rpm,5
Honda City,2010,84600.0,122975,LPG,Dealer,Manual,Third Owner,19.5 kmpl,1026 CC,102.04 bhp,171Nm@ 3849rpm,5
Tata Nexon,2016,203900.0,61953,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1555 CC,80.31 bhp,60Nm@ 3323rpm,5
Skoda Octavia,2007,90200.0,148276,Petrol,Individual,Automatic,First Owner,15.5 kmpl,1541 CC,81.24 bhp,158Nm@ 3541rpm,5
Mahindra XUV500,2018,156400.0,104017,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1036 CC,62.83 bhp,110Nm@ 2573rpm,7
Skoda Octavia,2021,333600.0,40174,Petrol,Individual,Manual,Third Owner,16.89 kmpl,1657 CC,90.36 bhp,85Nm@ 2484rpm,5
Ford Ecosport,2020,273300.0,73322,Petrol,Trustmark Dealer,Manual,First Owner,17.53 kmpl,1011 CC,93.08 bhp,293Nm@ 1770rpm,7
Ford Ecosport,2009,76600.0,146633,Petrol,Individual,Manual,First Owner,20.97 kmpl,1150 CC,65.11 bhp,193Nm@ 3620rpm,7
Hyundai i20,2011,71100.0,108759,Petrol,Individual,Manual,First Owner,23.12 kmpl,913 CC,36.06 bhp,60Nm@ 2981rpm,7
Toyota Innova,2021,442200.0,71997,Petrol,Trustmark Dealer,Manual,First Owner,12.97 kmpl,1772 CC,110.36 bhp,157Nm@ 3583rpm,5
Mahindra XUV500,2018,166000.0,112775,Petrol,Individual,Manual,Third Owner,20.09 kmpl,1165 CC,81.55 bhp,130Nm@ 2183rpm,7
Audi A4,2023,674300.0,66389,Petrol,Individual,Manual,Fourth & Above Owner,12.03 kmpl,2726 CC,275.89 bhp,175Nm@ 2015rpm,5
Hyundai i20,2009,57700.0,181687,Petrol,Dealer,Manual,First Owner,24.52 kmpl,700 CC,77.5 bhp,136Nm@ 3684rpm,5
Tata Nexon,2012,124000.0,107827,Petrol,Individual,Manual,First Owner,21.83 kmpl,1283 CC,75.06 bhp,95Nm@ 2210rpm,4
Ford Ecosport,2019,325100.0,35896,Petrol,Individual,Manual,Second Owner,19.36 kmpl,1286 CC,116.51 bhp,60Nm@ 1945rpm,8
Maruti Swift,2007,62200.0,133003,Petrol,Individual,Manual,First Owner,20.16 kmpl,834 CC,77.33 bhp,139Nm@ 2465rpm,4
Tata Nexon,2011,103100.0,131282,Petrol,Dealer,Automatic,Second Owner,19.23 kmpl,1419 CC,77.06 bhp,119Nm@ 3879rpm,5
Maruti Swift,2019,179800.0,80419,Petrol,Individual,Manual,Second Owner,22.38 kmpl,700 CC,81.89 bhp,196Nm@ 1855rpm,5
Ford Ecosport,2020,290400.0,91659,Diesel,Individual,Manual,First Owner,22.22 kmpl,1156 CC,96.9 bhp,92Nm@ 2339rpm,5
Toyota Innova,2006,69000.0,143121,Petrol,Dealer,Manual,First Owner,18.89 kmpl,953 CC,114.85 bhp,141Nm@ 3274rpm,5
Audi A4,2005,143000.0,131673,LPG,Individual,Manual,Second Owner,9.62 kmpl,3000 CC,261.21 bhp,83Nm@ 1817rpm,7
Hyundai i20,2011,92000.0,108268,Diesel,Dealer,Manual,Second Owner,21.24 kmpl,1036 CC,81.55 bhp,133Nm@ 2487rpm,5
Hyundai i20,2018,190400.0,40785,Petrol,Individual,Automatic,Third Owner,22.78 kmpl,1130 CC,53.57 bhp,122Nm@ 1600rpm,7
Maruti Swift,2011,71600.0,122075,Diesel,Individual,Manual,First Owner,17.96 kmpl,1026 CC,35.0 bhp,165Nm@ 2357rpm,5
Mahindra XUV500,2005,65300.0,138090,Diesel,Individual,Automatic,Second Owner,20.88 kmpl,1306 CC,101.21 bhp,210Nm@ 3487rpm,5
Hyundai i20,2009,73300.0,94607,Diesel,Individual,Manual,First Owner,16.26 kmpl,700 CC,86.72 bhp,190Nm@ 2986rpm,7
Mahindra XUV500,2010,69600.0,178290,Petrol,Trustmark Dealer,Manual,Second Owner,21.31 kmpl,1171 CC,77.67 bhp,205Nm@ 3010rpm,5
Mahindra XUV500,2017,189400.0,112485,Petrol,Individual,Automatic,Second Owner,14.42 kmpl,1139 CC,94.27 bhp,140Nm@ 3164rpm,5
Tata Nexon,2015,147400.0,144187,Petrol,Individual,Manual,First Owner,24.41 kmpl,1194 CC,86.75 bhp,135Nm@ 2082rpm,5
Mahindra XUV500,2016,201400.0,96829,Diesel,Dealer,Manual,First Owner,11.51 kmpl,1392 CC,92.07 bhp,175Nm@ 3795rpm,7
Honda City,2012,100100.0,126273,Diesel,Individual,Manual,First Owner,18.87 kmpl,993 CC,73.91 bhp,232Nm@ 3317rpm,7
Toyota Innova,2015,229200.0,99651,Petrol,Individual,Automatic,Second Owner,16.07 kmpl,1555 CC,123.03 bhp,213Nm@ 1877rpm,7
BMW 3 Series,2015,366100.0,79775,Petrol,Dealer,Manual,Third Owner,15.37 kmpl,2536 CC,248.15 bhp,129Nm@ 2727rpm,5
Audi A4,2011,231000.0,161024,Diesel,Dealer,Manual,First Owner,15.2 kmpl,2577 CC,275.92 bhp,149Nm@ 2293rpm,5
Audi A4,2016,424800.0,162852,Petrol,Individual,Manual,First Owner,16.31 kmpl,2998 CC,266.12 bhp,127Nm@ 2129rpm,5
Ford Ecosport,2019,242900.0,114406,Diesel,Dealer,Manual,First Owner,14.84 kmpl,1206 CC,95.28 bhp,119Nm@ 2862rpm,4
Hyundai i20,2017,196000.0,73596,CNG,Individual,Manual,First Owner,16.27 kmpl,1020 CC,67.82 bhp,186Nm@ 2337rpm,5
BMW 3 Series,2019,689400.0,46144,Petrol,Individual,Manual,First Owner,14.4 kmpl,2686 CC,244.52 bhp,107Nm@ 2175rpm,5
Mahindra XUV500,2013,99600.0,153185,Diesel,Dealer,Manual,Second Owner,21.26 kmpl,1004 CC,86.25 bhp,61Nm@ 1579rpm,5
Maruti Swift,2013,90800.0,120435,Petrol,Individual,Automatic,First Owner,18.22 kmpl,794 CC,54.82 bhp,202Nm@ 3053rpm,4
Honda City,2016,179700.0,92388,Diesel,Individual,Manual,Second Owner,21.13 kmpl,1410 CC,75.78 bhp,88Nm@ 3007rpm,5
Honda City,2011,93300.0,157114,Diesel,Individual,Manual,First Owner,14.41 kmpl,1043 CC,79.73 bhp,171Nm@ 3059rpm,5
Maruti Swift,2014,144300.0,132121,Petrol,Individual,Manual,First Owner,19.56 kmpl,1175 CC,90.12 bhp,180Nm@ 2238rpm,5
